date,commodity,market,grade,price_per_quintal,volume_quintals,total_value,price_change_pct
2025-07-10,Maize,Bangalore,B,1863.61,0.22,404.04,-1.23
2025-12-17,Wheat,Chennai,A,2185.26,341.82,746972.13,4.83
2025-04-25,Tomato,Chennai,C,2862.11,1586.78,4541531.3,-2.69
2025-05-16,Rice,Delhi,A,4649.99,629.24,2925970.89,4.67
2025-03-04,Cotton,Delhi,A,8923.72,430.78,3844120.32,-1.32
2026-02-05,Onion,Hyderabad,A,2641.8,208.77,551531.64,-3.2
2025-08-27,Maize,Mumbai,A,1707.3,620.87,1060007.12,-1.01
2025-08-05,Sugarcane,Delhi,A,393.04,175.13,68834.61,-2.66
2025-06-19,Potato,Bangalore,A,1838.61,7.45,13705.33,0.24
2025-09-06,Rice,Chennai,A,3038.19,50.21,152543.63,-1.29
2025-06-06,Onion,Delhi,A,2433.6,389.18,947095.87,4.9
2025-09-14,Potato,Delhi,B,1108.98,797.68,884611.03,3.66
2025-10-02,Potato,Bangalore,A,1153.49,7.51,8661.76,-3.62
2025-08-12,Wheat,Bangalore,B,1667.73,1229.27,2050098.65,-4.23
2025-03-27,Sugarcane,Hyderabad,A,460.86,2527.07,1164633.83,-1.16
2025-06-21,Wheat,Chennai,A,2335.27,1186.43,2770639.41,-0.17
2026-01-25,Cotton,Kolkata,A,7694.46,294.94,2269401.51,-0.12
2026-02-08,Onion,Kolkata,C,2248.92,1181.41,2656896.41,-2.66
2025-05-17,Tomato,Chennai,A,3199.84,1541.0,4930964.47,4.33
2025-08-06,Soybean,Mumbai,A,4895.43,1081.31,5293489.12,4.49
2025-05-28,Cotton,Chennai,A,8172.63,438.07,3580163.49,4.01
2025-10-23,Soybean,Hyderabad,A,4018.35,59.56,239327.35,-1.6
2025-09-08,Onion,Hyderabad,A,1663.14,60.3,100286.6,1.41
2025-11-22,Rice,Delhi,A,3063.79,102.7,314663.17,-1.96
2025-06-19,Tomato,Delhi,A,2646.14,400.03,1058529.96,-4.84
2025-12-09,Soybean,Mumbai,B,4094.57,537.44,2200587.41,-3.12
2025-05-18,Maize,Mumbai,B,1834.31,1181.29,2166848.99,3.2
2026-02-07,Potato,Mumbai,B,1559.15,900.69,1404308.19,3.86
2025-09-14,Rice,Hyderabad,B,2501.85,697.85,1745910.76,0.23
2025-06-22,Wheat,Bangalore,C,2183.85,622.42,1359270.72,-0.38
2025-11-08,Maize,Bangalore,B,1295.34,548.67,710710.39,0.92
2026-02-01,Cotton,Delhi,B,6603.36,588.18,3883969.2,0.65
2025-12-30,Cotton,Mumbai,B,5713.42,790.69,4517551.78,2.4
2025-09-29,Soybean,Hyderabad,B,3690.67,362.68,1338533.78,1.45
2025-04-26,Rice,Hyderabad,C,3848.56,116.01,446456.67,-3.38
2025-02-23,Onion,Bangalore,A,2364.55,223.21,527781.05,3.59
2025-09-15,Sugarcane,Hyderabad,B,249.55,554.45,138362.13,-3.86
2025-07-03,Cotton,Hyderabad,B,5742.84,253.3,1454654.66,2.17
2025-04-05,Cotton,Hyderabad,A,8846.16,509.72,4509028.26,4.04
2025-11-11,Soybean,Delhi,B,3677.76,705.06,2593044.57,0.74
2026-02-11,Soybean,Delhi,C,4946.53,569.71,2818095.27,-1.49
2025-03-16,Sugarcane,Bangalore,A,465.5,1903.88,886254.72,1.52
2025-06-08,Rice,Chennai,C,3591.16,127.7,458581.69,0.57
2025-06-02,Sugarcane,Mumbai,B,356.47,701.6,250098.46,2.35
2026-02-18,Potato,Mumbai,C,1685.41,1.1,1846.1,1.82
2025-12-04,Sugarcane,Bangalore,C,259.06,6.19,1603.84,3.13
2026-02-02,Cotton,Bangalore,A,8136.59,968.75,7882336.15,-4.96
2025-05-04,Cotton,Mumbai,B,6023.19,685.47,4128692.37,3.87
2025-11-11,Soybean,Mumbai,A,3651.83,640.52,2339056.78,0.85
2025-11-21,Soybean,Hyderabad,C,3449.07,639.43,2205436.28,3.5
2025-08-08,Sugarcane,Chennai,B,333.04,459.53,153041.72,-3.36
2025-05-13,Sugarcane,Hyderabad,A,389.36,205.96,80192.1,-1.54
2025-12-01,Maize,Delhi,C,1442.54,185.86,268114.59,-0.5
2025-05-23,Wheat,Chennai,A,3129.24,251.27,786281.45,-1.51
2025-05-17,Cotton,Kolkata,C,6104.85,625.79,3820367.94,3.69
2025-03-11,Maize,Kolkata,C,1846.27,711.02,1312742.4,-4.56
2025-08-14,Rice,Mumbai,A,3417.25,935.57,3197063.98,-3.19
2025-09-29,Potato,Chennai,A,1360.46,1622.41,2207215.43,-3.59
2025-05-16,Soybean,Hyderabad,B,5712.23,660.52,3773057.77,-1.79
2025-04-21,Rice,Chennai,B,4557.32,612.47,2791216.7,2.22
2025-12-23,Maize,Delhi,A,2130.31,192.37,409798.81,4.08
2025-10-07,Wheat,Hyderabad,B,1609.7,167.03,268868.87,-1.23
2025-04-24,Onion,Mumbai,B,2508.51,38.83,97415.38,-2.48
2026-02-10,Wheat,Kolkata,B,2430.58,218.04,529974.79,4.51
2026-01-12,Potato,Hyderabad,A,1542.09,29.53,45533.22,-0.67
2025-12-30,Wheat,Bangalore,C,1756.9,357.61,628293.72,-4.48
2025-10-30,Rice,Kolkata,A,3578.05,176.77,632500.66,-1.75
2025-09-14,Potato,Mumbai,A,1325.52,146.35,193984.52,-2.38
2026-01-02,Sugarcane,Chennai,A,429.9,1069.38,459722.34,-4.43
2025-03-23,Soybean,Bangalore,B,4917.21,367.73,1808195.1,4.95
2025-09-08,Soybean,Delhi,B,4163.37,679.31,2828207.22,-0.46
2025-09-05,Maize,Bangalore,B,1644.1,411.85,677114.37,-3.73
2025-12-30,Maize,Hyderabad,A,1866.76,1190.46,2222295.2,4.78
2025-10-12,Wheat,Hyderabad,C,1763.6,187.91,331402.07,3.72
2026-01-26,Wheat,Mumbai,B,2061.36,732.69,1510334.88,4.42
2025-05-02,Soybean,Kolkata,C,4415.32,7.29,32197.35,3.09
2025-09-01,Onion,Delhi,C,1400.72,84.01,117681.32,-3.78
2025-10-26,Sugarcane,Delhi,C,222.26,1450.89,322480.02,1.9
2026-01-27,Maize,Mumbai,C,1718.12,634.35,1089885.66,2.09
2025-06-22,Cotton,Delhi,C,6110.83,155.04,947414.46,3.02
2025-05-24,Tomato,Chennai,C,2240.41,155.01,347296.14,4.17
2025-06-15,Onion,Hyderabad,B,1992.68,1218.85,2428779.99,0.27
2025-12-12,Soybean,Chennai,A,4418.69,288.77,1275974.0,-4.66
2025-04-04,Onion,Hyderabad,A,2504.74,59.96,150173.68,3.47
2025-02-22,Maize,Kolkata,B,2320.02,798.82,1853269.11,-4.63
2025-11-19,Rice,Hyderabad,B,2661.91,261.44,695922.97,-0.69
2025-04-26,Maize,Bangalore,C,2182.94,647.0,1412368.44,0.39
2025-06-03,Cotton,Delhi,B,6693.77,579.94,3881995.62,1.71
2025-10-23,Cotton,Chennai,B,5599.25,2079.17,11641770.21,3.93
2025-06-25,Maize,Kolkata,C,1763.19,406.73,717150.52,-3.97
2025-04-07,Potato,Bangalore,C,1858.88,816.29,1517379.64,2.69
2025-11-10,Maize,Delhi,B,1553.28,63.87,99202.16,-3.84
2025-08-15,Rice,Chennai,C,2741.61,309.66,848963.79,1.98
2025-03-24,Tomato,Delhi,B,3321.85,8.56,28426.39,0.88
2025-08-22,Soybean,Hyderabad,C,3373.26,105.8,356891.66,-2.02
2025-10-24,Wheat,Chennai,A,2231.03,664.33,1482133.61,4.09
2025-10-14,Cotton,Bangalore,A,5054.33,164.28,830333.76,-2.4
2025-08-18,Onion,Bangalore,A,1892.07,525.61,994495.92,2.41
2025-03-03,Potato,Bangalore,B,1571.68,144.36,226885.46,-1.42
2025-09-23,Cotton,Mumbai,A,4546.86,632.56,2876173.28,-3.5
2025-03-12,Tomato,Mumbai,A,3164.6,1625.96,5145505.23,1.8
2025-10-08,Wheat,Mumbai,C,1637.69,35.19,57622.56,-4.29
2026-02-09,Soybean,Delhi,A,5816.22,189.66,1103114.73,-2.03
2025-05-16,Rice,Hyderabad,A,4186.64,516.79,2163609.05,-3.47
2025-10-29,Rice,Delhi,A,3594.3,1574.79,5660271.22,1.99
2025-03-27,Cotton,Delhi,B,8185.22,225.64,1846887.78,-3.15
2025-08-27,Sugarcane,Bangalore,B,264.33,383.74,101431.83,-3.13
2025-05-20,Potato,Mumbai,A,1693.27,1010.3,1710713.66,-1.45
2025-07-21,Soybean,Chennai,C,4020.85,1288.6,5181254.46,-2.19
2025-09-16,Cotton,Mumbai,A,5271.57,551.16,2905461.9,-3.06
2025-09-02,Soybean,Chennai,B,3818.78,2046.99,7817012.59,4.73
2025-04-01,Tomato,Chennai,B,3139.22,257.27,807613.24,-2.79
2026-02-09,Onion,Mumbai,A,2739.11,549.03,1503852.66,3.06
2025-05-12,Maize,Bangalore,C,2085.23,1707.62,3560787.24,-3.86
2025-05-22,Onion,Delhi,B,2204.34,465.01,1025048.51,-3.87
2026-01-09,Soybean,Kolkata,C,3682.0,1.08,3979.98,1.53
2026-01-07,Sugarcane,Hyderabad,C,334.29,290.06,96962.5,-2.98
2025-05-21,Wheat,Kolkata,A,2579.16,517.08,1333629.57,-0.6
2025-12-08,Tomato,Delhi,B,2634.19,538.95,1419694.48,0.04
2025-08-09,Soybean,Chennai,B,3400.53,574.18,1952534.59,0.69
2025-09-22,Maize,Bangalore,B,1501.69,247.66,371914.9,0.25
2025-07-12,Onion,Kolkata,A,2389.98,121.85,291224.58,-2.9
2025-04-02,Onion,Kolkata,A,2265.17,196.28,444602.49,3.39
2026-01-24,Soybean,Mumbai,A,4956.65,923.97,4579809.54,0.64
2025-05-27,Soybean,Mumbai,A,4992.96,69.47,346854.82,1.85
2025-06-18,Wheat,Chennai,C,1903.1,1324.56,2520783.86,3.13
2025-10-09,Soybean,Mumbai,B,3955.07,25.03,98995.94,-2.58
2025-03-01,Cotton,Delhi,A,7550.47,140.26,1059041.9,-1.74
2025-08-09,Sugarcane,Chennai,C,246.78,65.25,16102.14,-1.33
2025-09-07,Maize,Chennai,B,1652.14,1061.69,1754063.69,0.37
2025-05-09,Wheat,Mumbai,A,2969.89,196.99,585027.05,-3.55
2025-10-16,Rice,Delhi,C,2206.35,298.43,658439.91,-0.24
2025-12-31,Onion,Chennai,C,1761.88,390.83,688602.63,0.21
2025-09-29,Onion,Hyderabad,A,1865.6,962.23,1795138.74,3.71
2025-09-06,Rice,Chennai,A,2961.57,495.34,1466990.11,4.65
2025-03-19,Onion,Bangalore,C,2187.63,508.49,1112396.21,3.23
2025-11-21,Tomato,Mumbai,B,1939.65,94.86,183986.18,4.02
2025-03-31,Cotton,Bangalore,A,8976.17,138.95,1247199.61,-4.21
2025-04-25,Cotton,Hyderabad,B,7747.01,130.55,1011343.11,1.67
2025-06-10,Rice,Bangalore,C,3016.5,239.25,721686.61,-0.13
2026-01-17,Soybean,Mumbai,B,4558.01,485.37,2212316.35,3.57
2026-01-31,Potato,Mumbai,A,1852.68,400.09,741234.38,-0.04
2025-09-27,Potato,Delhi,A,1502.97,9.92,14903.55,-3.93
2025-11-01,Sugarcane,Chennai,B,282.88,917.71,259601.66,4.31
2025-11-15,Soybean,Kolkata,A,4814.15,135.13,650556.99,-0.8
2025-11-25,Sugarcane,Chennai,B,324.95,939.46,305275.19,1.71
2025-03-03,Potato,Mumbai,B,1974.87,119.78,236548.26,0.51
2025-04-03,Onion,Delhi,B,2397.64,973.24,2333483.36,-3.77
2025-12-23,Sugarcane,Kolkata,B,350.18,562.92,197120.81,-3.43
2025-03-16,Rice,Bangalore,A,4950.77,473.34,2343374.81,-3.2
2025-07-04,Cotton,Bangalore,A,7337.87,942.79,6918047.91,-4.54
2025-12-08,Soybean,Bangalore,B,3788.55,239.84,908636.08,0.35
2025-07-22,Sugarcane,Mumbai,C,298.2,77.67,23159.7,-3.89
2025-04-01,Sugarcane,Hyderabad,A,521.95,669.33,349359.27,-3.77
2025-03-29,Cotton,Delhi,C,7233.12,149.42,1080742.11,-1.16
2026-02-19,Onion,Mumbai,B,2401.36,521.74,1252882.32,0.09
2025-09-30,Sugarcane,Hyderabad,B,249.19,183.57,45744.09,-0.19
2025-10-02,Sugarcane,Kolkata,B,314.81,216.91,68286.52,2.98
2025-04-28,Maize,Chennai,A,1991.11,189.7,377715.52,-2.49
2025-06-15,Potato,Mumbai,A,1930.65,113.29,218714.22,3.97
2025-06-21,Soybean,Kolkata,B,4698.06,864.92,4063432.11,-1.52
2025-11-08,Sugarcane,Mumbai,B,278.01,61.75,17165.56,1.31
2025-12-24,Maize,Delhi,B,1575.9,526.69,830019.69,-4.33
2025-08-02,Soybean,Delhi,B,3606.96,1597.71,5762868.93,2.37
2026-01-20,Wheat,Bangalore,B,2075.74,246.32,511292.61,-3.63
2025-05-24,Soybean,Delhi,B,5027.53,1382.3,6949578.84,-1.7
2025-11-24,Onion,Kolkata,A,2093.34,63.32,132552.71,-1.57
2025-12-05,Soybean,Delhi,A,4236.54,103.5,438464.21,-2.15
2025-11-21,Potato,Chennai,C,1280.61,405.19,518897.71,2.51
2025-09-09,Tomato,Chennai,B,2004.44,207.55,416019.31,3.08
2025-10-07,Cotton,Bangalore,A,5590.94,335.97,1878367.0,3.17
2025-08-01,Potato,Kolkata,A,1304.83,86.06,112290.24,2.07
2025-09-06,Maize,Delhi,B,1453.1,1204.28,1749932.77,2.16
2026-02-11,Onion,Mumbai,B,1926.82,824.26,1588200.96,0.49
2026-01-27,Maize,Bangalore,C,1845.26,1585.07,2924867.04,4.46
2025-07-01,Cotton,Delhi,C,5221.39,205.67,1073866.8,-2.22
2025-11-03,Soybean,Chennai,C,3417.23,365.5,1248997.59,2.64
2025-03-03,Potato,Chennai,B,1804.56,686.37,1238598.45,-3.64
2025-04-19,Soybean,Chennai,A,5887.88,257.46,1515915.59,-2.23
2025-04-08,Sugarcane,Kolkata,A,501.46,973.18,488005.86,-0.94
2025-12-28,Sugarcane,Chennai,A,400.62,102.76,41169.64,0.66
2025-02-24,Potato,Mumbai,B,1684.68,456.93,769787.58,-4.81
2025-07-02,Rice,Bangalore,C,3044.67,371.01,1129610.4,4.74
2025-04-17,Maize,Kolkata,C,2210.93,351.24,776569.82,-3.21
2025-06-20,Wheat,Delhi,A,2366.94,219.81,520267.57,-2.75
2025-07-14,Rice,Bangalore,A,3958.01,28.42,112488.21,-0.48
2025-07-23,Potato,Kolkata,A,1729.59,739.39,1278845.49,-2.67
2025-11-16,Maize,Delhi,C,1209.06,744.92,900648.11,-3.77
2025-03-27,Tomato,Hyderabad,B,2551.4,21.19,54054.17,1.18
2025-08-25,Cotton,Delhi,B,4472.03,114.74,513113.97,-4.6
2025-10-07,Tomato,Kolkata,C,1825.05,44.46,81143.08,-2.67
2025-11-20,Wheat,Chennai,B,1902.77,9.7,18454.76,0.14
2025-10-27,Soybean,Kolkata,C,2986.8,464.99,1388835.23,-2.42
2025-08-05,Tomato,Bangalore,A,2673.77,575.44,1538586.92,0.61
2025-02-28,Potato,Mumbai,B,1827.42,3446.36,6297945.17,-0.99
2025-07-30,Maize,Chennai,A,1710.71,411.5,703963.54,-4.26
2025-05-01,Potato,Hyderabad,A,1688.59,471.16,795597.68,2.28
2025-07-29,Soybean,Delhi,A,4832.67,560.92,2710759.82,2.49
2025-06-26,Onion,Mumbai,A,2147.42,737.86,1584501.59,-2.78
2025-02-22,Soybean,Hyderabad,C,4432.98,18.27,80987.06,3.86
2025-05-11,Rice,Kolkata,C,3844.99,1293.45,4973309.8,-1.76
2025-06-13,Soybean,Hyderabad,C,4791.72,408.68,1958288.18,3.0
2025-08-17,Potato,Mumbai,C,1163.48,10.37,12062.72,-0.04
2025-11-17,Rice,Delhi,C,2930.21,1747.8,5121417.41,1.14
2025-07-02,Onion,Delhi,C,1908.28,1187.73,2266510.39,2.71
2025-08-07,Maize,Kolkata,C,1573.32,639.29,1005807.94,0.41
2025-05-02,Onion,Kolkata,B,2491.15,74.57,185754.03,-3.89
2025-10-30,Sugarcane,Hyderabad,C,251.27,69.73,17521.41,-0.9
2025-12-22,Wheat,Chennai,C,2152.0,767.49,1651639.53,-2.23
2025-03-30,Tomato,Mumbai,B,3385.82,36.17,122465.72,0.14
2025-09-19,Potato,Bangalore,B,1083.97,203.52,220604.04,-1.2
2026-02-18,Wheat,Bangalore,B,2473.12,581.16,1437279.05,1.62
2025-07-05,Cotton,Kolkata,C,5388.77,156.42,842924.31,-1.43
2025-04-22,Maize,Bangalore,A,2133.17,33.28,71002.09,-1.47
2025-03-25,Potato,Hyderabad,A,2017.91,372.14,750943.25,1.48
2025-08-05,Potato,Mumbai,C,1117.54,311.8,348445.22,4.66
2025-02-25,Wheat,Bangalore,B,2447.05,288.24,705335.77,-4.16
2025-05-02,Maize,Bangalore,B,1883.32,514.12,968248.55,4.51
2025-05-19,Potato,Mumbai,C,1732.84,408.72,708241.9,-0.15
2025-07-16,Tomato,Kolkata,B,2712.03,405.59,1099974.12,4.33
2025-10-24,Potato,Kolkata,A,1476.52,364.52,538220.01,-2.69
2025-08-13,Maize,Kolkata,A,1721.27,660.34,1136618.09,2.38
2025-07-28,Wheat,Delhi,B,2215.13,316.54,701170.55,0.01
2025-08-19,Sugarcane,Delhi,B,256.25,275.95,70711.71,3.12
2026-02-15,Onion,Chennai,A,2598.28,17.74,46093.41,-2.38
2025-02-21,Soybean,Bangalore,A,6014.69,588.43,3539231.47,1.99
2025-06-08,Wheat,Delhi,A,2517.65,450.96,1135365.82,0.4
2025-06-29,Sugarcane,Mumbai,C,351.52,71.82,25244.68,-3.07
2025-03-26,Maize,Delhi,C,2181.42,180.48,393706.33,2.8
2025-06-24,Wheat,Kolkata,B,2534.07,319.19,808851.91,-1.1
2025-03-28,Onion,Hyderabad,C,2080.95,356.86,742607.41,-1.72
2025-05-21,Potato,Delhi,C,1702.54,327.68,557896.71,-4.75
2025-11-22,Sugarcane,Kolkata,C,261.26,200.68,52429.92,2.62
2026-01-15,Potato,Kolkata,B,1714.72,994.44,1705173.56,4.21
2026-01-30,Maize,Bangalore,C,1953.76,165.14,322639.1,-1.3
2026-02-18,Maize,Bangalore,A,2319.91,35.54,82451.4,2.62
2025-12-07,Maize,Mumbai,C,1480.16,1298.09,1921381.13,2.07
2025-09-18,Cotton,Kolkata,B,5137.1,100.04,513904.27,4.58
2026-01-08,Potato,Chennai,A,1935.07,445.9,862843.01,-2.97
2025-06-22,Sugarcane,Bangalore,B,316.12,750.83,237353.57,1.32
2025-07-31,Potato,Mumbai,B,1215.11,818.55,994625.73,-3.24
2025-08-22,Tomato,Delhi,B,1915.76,419.96,804540.6,-0.01
2025-10-31,Onion,Bangalore,A,1886.73,371.64,701188.14,3.32
2025-11-11,Maize,Mumbai,C,1170.06,248.87,291187.16,3.2
2025-05-28,Cotton,Delhi,C,6091.41,2236.56,13623813.08,4.8
2025-04-30,Rice,Mumbai,B,4682.9,1960.03,9178625.24,0.37
2025-04-19,Rice,Kolkata,B,4172.12,362.21,1511199.34,-4.93
2025-10-12,Onion,Chennai,B,1470.22,102.5,150699.17,-3.68
2025-07-07,Cotton,Mumbai,B,5440.13,2236.2,12165214.15,-4.97
2025-11-04,Sugarcane,Bangalore,C,260.89,900.34,234886.14,-1.31
2025-10-08,Wheat,Hyderabad,C,1495.15,304.15,454748.04,3.06
2025-03-08,Tomato,Delhi,C,2480.0,1071.28,2656760.89,-2.35
2025-09-08,Cotton,Kolkata,A,5188.53,250.22,1298276.35,1.59
2026-01-26,Maize,Kolkata,B,1733.8,157.8,273590.64,-3.77
2025-08-05,Sugarcane,Mumbai,C,249.47,291.2,72645.1,1.18
2025-07-23,Tomato,Hyderabad,C,2146.58,681.45,1462791.39,1.5
2025-10-14,Tomato,Delhi,C,1971.04,1117.48,2202586.24,0.91
2025-04-16,Rice,Hyderabad,B,4759.91,145.61,693078.72,2.56
2025-07-25,Onion,Delhi,B,1942.17,453.42,880612.14,-3.8
2025-10-24,Rice,Hyderabad,A,3035.32,497.0,1508556.17,2.95
2026-02-05,Rice,Kolkata,C,3008.25,122.59,368792.17,4.05
2025-06-23,Tomato,Kolkata,B,2212.44,67.67,149717.42,2.74
2025-03-14,Wheat,Delhi,A,2952.7,1694.78,5004165.33,4.21
2025-11-30,Wheat,Delhi,C,1885.7,70.93,133756.13,-2.15
2025-10-15,Potato,Chennai,A,1282.75,105.82,135740.76,4.05
2025-10-31,Onion,Mumbai,A,1736.78,289.84,503384.21,0.2
2025-10-15,Sugarcane,Chennai,A,354.91,356.84,126644.73,-0.49
2025-12-09,Wheat,Bangalore,B,1737.09,45.59,79202.31,2.63
2025-12-30,Maize,Chennai,B,1644.24,390.83,642619.14,-3.93
2025-03-21,Potato,Mumbai,C,1800.82,232.22,418180.35,-4.08
2025-04-05,Rice,Mumbai,C,3402.27,168.74,574099.95,-3.05
2026-02-08,Maize,Chennai,B,2169.74,270.9,587781.13,2.01
2025-03-25,Wheat,Bangalore,B,2337.53,230.79,539468.77,1.3
2025-12-27,Rice,Mumbai,C,2787.82,389.77,1086599.5,-3.86
2025-07-28,Sugarcane,Chennai,B,294.95,594.77,175431.2,-4.11
2025-11-30,Sugarcane,Hyderabad,B,283.78,930.09,263938.04,4.43
2026-01-01,Tomato,Kolkata,B,2883.44,745.28,2148969.02,1.07
2025-07-22,Onion,Mumbai,B,1795.55,451.39,810486.68,-2.77
2025-09-17,Sugarcane,Delhi,C,259.07,106.19,27510.48,-2.66
2025-03-21,Maize,Kolkata,A,2594.28,241.31,626015.8,-2.25
2025-06-03,Tomato,Chennai,C,2737.26,1053.35,2883299.99,-2.11
2025-06-13,Maize,Delhi,C,1482.89,122.15,181129.94,-2.74
2025-03-17,Soybean,Hyderabad,A,5888.98,323.66,1906010.88,-0.65
2025-09-26,Soybean,Delhi,B,3139.49,559.23,1755711.54,-3.72
2025-12-30,Cotton,Mumbai,A,7067.17,89.9,635308.62,0.85
2025-06-03,Onion,Chennai,C,2171.02,110.97,240910.4,2.57
2025-04-30,Cotton,Kolkata,A,7188.78,540.62,3886387.15,4.34
2025-04-18,Wheat,Kolkata,C,2223.28,867.07,1927730.5,-3.7
2025-05-01,Onion,Delhi,C,2240.23,131.9,295484.69,-1.92
2025-05-06,Maize,Mumbai,B,1980.27,626.78,1241195.39,1.62
2026-01-14,Wheat,Chennai,B,2072.85,926.92,1921354.26,-1.92
2025-04-29,Wheat,Kolkata,A,2681.14,98.23,263356.87,-3.2
2025-03-20,Rice,Mumbai,C,3789.78,233.41,884560.69,-0.87
2025-07-18,Cotton,Kolkata,C,4929.7,577.75,2848110.31,-4.17
2025-04-11,Wheat,Kolkata,C,2232.3,1596.73,3564380.85,-0.19
2025-05-23,Onion,Kolkata,C,1801.76,348.33,627607.07,3.38
2025-09-12,Onion,Delhi,A,1708.31,390.81,667633.68,4.15
2025-04-19,Rice,Mumbai,C,3813.69,536.16,2044731.23,-4.78
2025-06-29,Tomato,Bangalore,A,3026.7,887.69,2686771.87,0.96
2025-08-31,Soybean,Hyderabad,C,2940.1,1837.16,5401426.56,1.84
2025-06-09,Sugarcane,Delhi,C,333.06,1043.27,347473.08,-0.92
2025-03-02,Onion,Hyderabad,C,2202.24,126.83,279302.09,3.93
2025-08-29,Soybean,Hyderabad,B,3771.95,134.89,508793.93,-4.14
2025-11-19,Tomato,Hyderabad,A,2671.66,109.93,293705.31,4.9
2025-10-25,Tomato,Hyderabad,B,1823.95,308.82,563266.41,0.3
2025-11-08,Soybean,Bangalore,A,3849.87,2506.42,9649391.24,0.77
2026-02-04,Cotton,Delhi,B,6822.87,1035.36,7064095.24,0.82
2025-03-15,Soybean,Mumbai,C,4791.68,323.38,1549520.03,2.15
2025-03-01,Potato,Hyderabad,C,1510.32,357.31,539649.64,-1.77
2025-03-26,Cotton,Hyderabad,B,8042.35,114.95,924466.2,0.76
2025-12-18,Wheat,Chennai,A,2188.15,402.56,880860.52,0.21
2025-11-06,Maize,Delhi,A,1640.28,300.42,492773.29,-0.59
2025-02-28,Onion,Kolkata,B,2277.52,76.77,174834.67,4.28
2025-05-16,Potato,Mumbai,C,1764.71,310.54,548021.48,-0.56
2025-03-01,Soybean,Mumbai,B,5118.67,123.09,630066.57,-4.24
2025-05-08,Tomato,Bangalore,A,2736.82,415.01,1135819.05,2.09
2025-04-10,Soybean,Chennai,A,5203.31,335.26,1744440.66,-3.3
2026-01-03,Rice,Chennai,B,3170.59,663.7,2104308.1,4.22
2025-03-26,Cotton,Kolkata,B,8069.6,166.87,1346534.08,-2.41
2025-09-11,Tomato,Mumbai,A,2236.65,1732.23,3874397.44,-4.56
2025-02-25,Sugarcane,Delhi,C,414.36,81.19,33640.94,-1.54
2025-04-04,Cotton,Delhi,B,6718.04,584.02,3923453.18,2.39
2025-07-20,Rice,Kolkata,A,3891.57,40.72,158454.74,-4.19
2026-01-06,Maize,Chennai,A,2265.95,792.89,1796645.76,4.18
2025-12-05,Rice,Hyderabad,C,3043.28,29.81,90712.49,1.87
2025-06-30,Maize,Chennai,B,2028.27,201.68,409069.1,-3.92
2025-02-28,Potato,Delhi,B,1534.83,59.03,90595.37,-4.06
2025-10-02,Wheat,Mumbai,B,1807.57,133.77,241802.37,-4.58
2025-03-31,Soybean,Hyderabad,A,6670.65,572.84,3821241.18,3.78
2026-01-30,Sugarcane,Kolkata,C,345.15,1056.22,364548.63,2.12
2025-10-04,Rice,Kolkata,A,3310.39,211.73,700905.39,-1.33
2025-06-14,Soybean,Chennai,A,5932.01,359.8,2134316.17,4.77
2025-08-03,Tomato,Chennai,B,2192.05,1189.93,2608379.61,-3.54
2025-12-22,Soybean,Mumbai,B,3978.38,601.07,2391273.95,3.7
2025-11-12,Wheat,Hyderabad,A,2055.81,533.86,1097505.32,0.77
2025-09-09,Wheat,Bangalore,C,1493.77,996.78,1488955.01,3.35
2025-04-29,Maize,Mumbai,C,1847.7,8.06,14887.79,-2.62
2025-06-06,Soybean,Delhi,C,3746.46,1815.78,6802761.27,3.06
2025-12-04,Maize,Delhi,A,1957.03,839.57,1643066.53,-1.33
2025-11-06,Tomato,Delhi,B,1837.3,498.2,915342.11,1.59
2025-03-15,Sugarcane,Hyderabad,A,456.9,2490.41,1137876.07,-0.03
2025-11-01,Onion,Kolkata,A,1766.03,122.41,216187.64,-1.43
2025-06-10,Maize,Bangalore,B,1989.01,135.79,270084.48,-0.96
2025-11-12,Wheat,Kolkata,A,1908.22,1360.11,2595397.31,3.65
2025-06-07,Tomato,Mumbai,B,2396.97,1226.9,2940843.99,1.8
2025-09-01,Rice,Mumbai,C,2614.02,30.12,78736.71,-0.26
2025-08-14,Rice,Bangalore,B,3113.51,805.72,2508631.73,-4.69
2025-03-11,Maize,Bangalore,C,1915.88,548.85,1051525.66,1.17
2025-09-01,Sugarcane,Bangalore,B,279.18,560.42,156458.7,3.52
2025-06-09,Soybean,Delhi,B,4174.92,77.93,325368.86,3.38
2026-01-30,Maize,Kolkata,C,1688.69,242.15,408919.65,1.89
2025-07-17,Soybean,Hyderabad,C,4401.24,658.67,2898947.84,-1.4
2025-09-21,Onion,Kolkata,B,1572.22,533.53,838831.25,0.04
2025-08-18,Potato,Hyderabad,A,1395.68,366.44,511434.9,1.82
2025-12-13,Onion,Delhi,B,1823.31,92.65,168937.76,0.86
2025-04-15,Sugarcane,Chennai,A,440.11,339.23,149299.03,4.82
2025-12-18,Rice,Delhi,C,2760.96,445.78,1230772.77,3.17
2025-04-20,Sugarcane,Mumbai,A,442.16,522.08,230841.33,-1.93
2025-07-31,Rice,Chennai,B,2881.12,292.07,841487.91,2.71
2025-08-03,Tomato,Hyderabad,C,2047.52,905.75,1854548.95,-2.06
2025-03-06,Sugarcane,Bangalore,B,453.11,1377.56,624182.9,-1.22
2025-12-28,Soybean,Chennai,A,5525.22,1068.89,5905838.54,-4.21
