date,crop,pest_type,damage_level,recommended_treatment,temperature_c,humidity_pct,rainfall_last_month_mm,pest_count_per_plant,affected_plants_pct,crop_loss_pct,economic_loss_usd_ha,pest_risk_score,field_id,region
2025-04-27,Fruits,Aphids,3,Neem oil spray,30.39,58.42,48.17,1.6,58.32,8.75,402.31,0.516,FIELD_065,North
2025-12-16,Rice,Borers,4,Systemic insecticide,27.18,57.28,52.31,5.4,22.21,4.44,236.14,0.639,FIELD_004,West
2024-07-08,Vegetables,Caterpillars,4,Bt spray,16.8,85.23,110.06,0.7,41.16,8.23,624.31,0.697,FIELD_019,North
2025-05-13,Rice,Beetles,3,Manual removal,29.58,53.25,291.55,2.9,13.14,1.97,95.25,0.667,FIELD_070,West
2024-09-06,Rice,Mites,2,Miticide spray,22.66,81.29,81.81,1.6,48.74,4.87,183.44,0.589,FIELD_065,Central
2025-06-24,Fruits,Aphids,3,Neem oil spray,29.38,42.25,97.11,1.1,41.06,6.16,374.72,0.534,FIELD_024,Central
2025-05-02,Maize,Aphids,3,Neem oil spray,21.91,42.26,3.3,0.8,34.64,5.2,299.5,0.381,FIELD_019,North
2024-09-23,Wheat,Beetles,3,Manual removal,28.84,48.24,99.94,0.9,11.29,1.69,121.53,0.651,FIELD_042,West
2025-12-28,Rice,None,0,No action needed,26.27,43.44,7.14,0.0,0.0,0.0,0.0,0.482,FIELD_096,North
2024-07-15,Rice,Whiteflies,2,Yellow sticky traps,34.24,82.72,18.02,3.2,56.39,5.64,292.69,0.687,FIELD_084,West
2025-12-27,Fruits,Thrips,2,Spinosad,20.22,62.36,65.76,13.7,8.83,0.88,36.42,0.547,FIELD_094,Central
2025-02-22,Vegetables,None,0,No action needed,30.31,47.6,112.17,0.0,0.0,0.0,0.0,0.632,FIELD_054,East
2025-05-26,Wheat,None,0,No action needed,17.2,77.32,145.05,0.0,0.0,0.0,0.0,0.754,FIELD_071,East
2025-05-17,Vegetables,Aphids,3,Neem oil spray,40.79,56.37,97.61,1.4,32.57,4.89,262.35,0.74,FIELD_031,Central
2024-12-08,Maize,Beetles,3,Manual removal,24.86,73.08,45.84,1.1,46.34,6.95,437.31,0.508,FIELD_059,North
2024-05-23,Cotton,Locusts,5,Chemical pesticide,45.16,85.65,122.45,0.3,52.53,13.13,614.04,0.899,FIELD_083,North
2024-03-18,Maize,Beetles,3,Manual removal,22.32,59.12,163.43,1.4,31.16,4.67,277.61,0.668,FIELD_066,West
2025-04-12,Cotton,None,0,No action needed,20.19,84.34,57.08,0.0,0.0,0.0,0.0,0.604,FIELD_005,East
2025-01-07,Rice,Mites,2,Miticide spray,26.48,64.87,6.76,0.2,30.12,3.01,100.78,0.532,FIELD_029,North
2026-01-02,Cotton,Beetles,3,Manual removal,33.49,59.19,30.94,17.6,36.4,5.46,196.65,0.672,FIELD_001,Central
2024-04-26,Maize,Thrips,2,Spinosad,18.91,82.9,212.78,0.0,46.66,4.67,318.85,0.647,FIELD_081,West
2025-11-01,Wheat,Beetles,3,Manual removal,8.84,45.58,325.72,6.7,11.45,1.72,99.6,0.517,FIELD_013,South
2024-04-02,Maize,Caterpillars,4,Bt spray,25.29,64.54,55.41,0.2,40.96,8.19,592.79,0.644,FIELD_007,West
2025-01-11,Cotton,Beetles,3,Manual removal,23.86,79.1,84.25,7.5,50.23,7.53,574.28,0.578,FIELD_056,North
2025-02-16,Maize,Aphids,3,Neem oil spray,19.25,50.39,280.63,11.5,34.78,5.22,313.91,0.551,FIELD_080,North
2024-09-14,Fruits,Beetles,3,Manual removal,22.28,56.65,115.56,15.2,45.58,6.84,501.12,0.652,FIELD_048,West
2024-12-08,Cotton,Beetles,3,Manual removal,17.9,44.38,63.13,2.5,37.87,5.68,369.89,0.563,FIELD_069,Central
2025-07-17,Vegetables,Borers,4,Systemic insecticide,29.46,60.34,100.82,2.1,44.2,8.84,591.66,0.604,FIELD_090,South
2024-07-02,Vegetables,Whiteflies,2,Yellow sticky traps,41.89,55.17,21.37,8.3,11.94,1.19,39.72,0.551,FIELD_040,West
2025-05-23,Cotton,Caterpillars,4,Bt spray,21.34,74.14,32.03,10.3,49.45,9.89,491.56,0.623,FIELD_020,Central
2024-06-22,Fruits,Aphids,3,Neem oil spray,14.44,78.38,114.6,7.2,18.14,2.72,97.59,0.64,FIELD_025,East
2025-09-16,Fruits,Whiteflies,2,Yellow sticky traps,40.66,63.82,9.3,8.3,58.32,5.83,389.59,0.583,FIELD_099,Central
2025-01-19,Vegetables,Aphids,3,Neem oil spray,34.17,77.33,16.2,21.9,43.67,6.55,417.97,0.628,FIELD_016,North
2025-10-01,Cotton,Borers,4,Systemic insecticide,32.42,70.59,300.68,3.8,25.47,5.09,196.97,0.795,FIELD_035,West
2025-12-09,Rice,Thrips,2,Spinosad,32.19,47.87,65.88,3.6,45.43,4.54,353.97,0.608,FIELD_033,South
2025-08-31,Wheat,Whiteflies,2,Yellow sticky traps,24.85,46.5,30.92,3.3,8.38,0.84,59.97,0.426,FIELD_010,Central
2025-12-31,Cotton,Locusts,5,Chemical pesticide,26.88,57.11,26.56,13.6,35.64,8.91,335.36,0.47,FIELD_083,West
2024-04-01,Rice,Locusts,5,Chemical pesticide,27.98,68.8,105.25,5.4,9.67,2.42,100.94,0.692,FIELD_063,West
2025-08-07,Wheat,None,0,No action needed,28.66,66.6,40.27,0.0,0.0,0.0,0.0,0.563,FIELD_029,South
2026-02-12,Rice,None,0,No action needed,30.53,42.01,34.95,0.0,0.0,0.0,0.0,0.477,FIELD_013,East
2025-02-06,Rice,Locusts,5,Chemical pesticide,27.41,71.52,27.26,1.9,5.53,1.38,63.06,0.672,FIELD_063,Central
2026-02-06,Maize,Caterpillars,4,Bt spray,30.19,64.29,34.48,3.6,5.42,1.08,76.04,0.541,FIELD_050,South
2025-08-03,Vegetables,Locusts,5,Chemical pesticide,35.25,61.42,180.59,0.0,25.47,6.37,262.05,0.882,FIELD_057,East
2024-05-12,Maize,Locusts,5,Chemical pesticide,35.09,77.62,6.91,10.6,18.79,4.7,306.09,0.692,FIELD_054,East
2025-01-02,Cotton,None,0,No action needed,31.14,88.06,28.41,0.0,0.0,0.0,0.0,0.684,FIELD_053,Central
2026-01-16,Vegetables,Beetles,3,Manual removal,27.0,74.73,16.6,11.6,58.8,8.82,393.88,0.658,FIELD_006,North
2025-12-31,Vegetables,Beetles,3,Manual removal,33.37,42.61,135.19,3.2,58.33,8.75,376.35,0.605,FIELD_074,East
2024-03-05,Vegetables,Caterpillars,4,Bt spray,40.25,63.86,47.77,1.2,32.49,6.5,489.85,0.64,FIELD_015,East
2024-10-27,Wheat,Beetles,3,Manual removal,29.78,77.02,119.5,4.3,23.36,3.5,214.08,0.748,FIELD_012,East
2025-05-19,Fruits,Caterpillars,4,Bt spray,24.32,49.63,20.71,1.6,38.52,7.7,448.84,0.411,FIELD_070,East
2024-11-12,Wheat,None,0,No action needed,33.2,88.59,2.7,0.0,0.0,0.0,0.0,0.571,FIELD_072,North
2024-10-15,Vegetables,Borers,4,Systemic insecticide,29.19,65.66,31.95,5.9,51.63,10.33,534.61,0.552,FIELD_092,East
2024-05-26,Maize,Whiteflies,2,Yellow sticky traps,26.29,76.19,81.63,1.5,32.45,3.24,106.14,0.596,FIELD_068,Central
2025-10-25,Fruits,Beetles,3,Manual removal,22.61,42.78,264.77,3.2,59.85,8.98,415.25,0.613,FIELD_097,North
2025-04-23,Cotton,Thrips,2,Spinosad,22.4,70.23,13.67,14.4,17.73,1.77,69.68,0.45,FIELD_053,North
2024-06-19,Maize,Beetles,3,Manual removal,19.22,66.55,47.96,0.8,46.7,7.01,297.95,0.447,FIELD_015,West
2025-11-16,Wheat,Aphids,3,Neem oil spray,36.82,58.92,226.36,2.2,41.29,6.19,426.99,0.823,FIELD_053,East
2024-12-22,Cotton,Locusts,5,Chemical pesticide,20.77,87.85,123.06,17.8,33.61,8.4,348.54,0.788,FIELD_051,West
2024-08-19,Maize,None,0,No action needed,29.55,51.83,6.99,0.0,0.0,0.0,0.0,0.422,FIELD_038,East
2024-04-07,Rice,Beetles,3,Manual removal,22.76,85.64,35.53,0.2,48.56,7.28,480.42,0.537,FIELD_100,West
2025-07-09,Cotton,Borers,4,Systemic insecticide,23.24,62.26,34.86,7.5,37.38,7.48,293.67,0.59,FIELD_055,West
2025-02-15,Vegetables,Beetles,3,Manual removal,36.42,84.0,147.6,0.9,54.51,8.18,299.63,0.784,FIELD_077,North
2025-08-31,Maize,Caterpillars,4,Bt spray,30.04,81.91,132.39,2.6,14.61,2.92,119.13,0.875,FIELD_037,South
2025-06-26,Wheat,None,0,No action needed,26.67,71.69,119.0,0.0,0.0,0.0,0.0,0.674,FIELD_055,South
2025-08-15,Cotton,Mites,2,Miticide spray,23.67,51.71,115.29,2.8,11.36,1.14,89.51,0.667,FIELD_035,Central
2025-04-08,Vegetables,Whiteflies,2,Yellow sticky traps,17.82,81.12,21.81,0.2,26.09,2.61,168.89,0.614,FIELD_083,West
2025-11-12,Cotton,Thrips,2,Spinosad,35.94,53.04,6.38,1.4,45.91,4.59,256.5,0.608,FIELD_021,Central
2024-09-08,Cotton,Caterpillars,4,Bt spray,28.04,44.45,165.07,0.6,27.15,5.43,430.27,0.645,FIELD_028,East
2024-08-18,Fruits,Aphids,3,Neem oil spray,30.7,65.24,300.27,3.7,56.88,8.53,394.48,0.679,FIELD_048,South
2025-07-29,Fruits,Whiteflies,2,Yellow sticky traps,33.44,56.92,126.12,1.9,59.65,5.97,246.11,0.63,FIELD_047,North
2024-05-15,Wheat,Caterpillars,4,Bt spray,25.82,80.03,52.76,7.8,36.36,7.27,376.18,0.637,FIELD_087,South
2025-03-03,Wheat,Mites,2,Miticide spray,23.21,76.34,12.08,5.7,39.84,3.98,291.98,0.505,FIELD_014,West
2026-02-15,Cotton,Locusts,5,Chemical pesticide,40.92,53.5,91.59,1.1,56.54,14.14,928.29,0.726,FIELD_065,East
2024-10-21,Maize,Caterpillars,4,Bt spray,28.79,87.49,25.91,2.2,48.26,9.65,579.27,0.656,FIELD_040,West
2024-07-08,Cotton,Caterpillars,4,Bt spray,33.76,64.82,76.95,3.3,51.69,10.34,562.35,0.615,FIELD_022,South
2025-07-02,Cotton,Whiteflies,2,Yellow sticky traps,30.72,74.29,15.64,3.3,39.67,3.97,224.06,0.705,FIELD_098,West
2025-12-04,Vegetables,Mites,2,Miticide spray,26.35,65.69,211.15,9.3,37.89,3.79,187.14,0.822,FIELD_021,South
2025-03-02,Vegetables,None,0,No action needed,36.28,89.72,30.3,0.0,0.0,0.0,0.0,0.759,FIELD_044,Central
2025-05-16,Wheat,Caterpillars,4,Bt spray,40.93,44.66,28.67,31.4,24.95,4.99,268.18,0.534,FIELD_028,East
2024-03-09,Maize,Borers,4,Systemic insecticide,23.69,42.8,2.14,10.7,8.94,1.79,84.04,0.432,FIELD_002,Central
2024-11-18,Cotton,Thrips,2,Spinosad,29.41,59.77,27.2,7.6,55.77,5.58,371.79,0.479,FIELD_036,North
2024-11-14,Vegetables,Caterpillars,4,Bt spray,26.23,89.12,79.35,0.8,11.55,2.31,85.65,0.655,FIELD_062,South
2024-07-11,Wheat,Mites,2,Miticide spray,44.07,79.0,84.1,3.9,41.06,4.11,286.65,0.676,FIELD_096,West
2025-03-01,Maize,Mites,2,Miticide spray,34.09,88.25,205.42,11.9,46.73,4.67,174.76,0.902,FIELD_057,West
2024-06-26,Cotton,Aphids,3,Neem oil spray,33.16,65.27,31.34,1.7,39.34,5.9,290.48,0.615,FIELD_016,Central
2025-06-16,Maize,Thrips,2,Spinosad,23.52,63.71,44.9,1.2,13.49,1.35,105.81,0.482,FIELD_020,East
2025-10-15,Vegetables,Whiteflies,2,Yellow sticky traps,17.88,47.24,211.7,2.4,7.44,0.74,38.15,0.637,FIELD_005,Central
2025-04-02,Maize,Thrips,2,Spinosad,38.35,89.89,44.67,1.1,27.19,2.72,183.36,0.741,FIELD_041,North
2024-06-30,Maize,Locusts,5,Chemical pesticide,39.69,64.52,41.84,18.0,41.49,10.37,693.26,0.653,FIELD_014,East
2025-10-10,Cotton,None,0,No action needed,15.28,51.02,106.36,0.0,0.0,0.0,0.0,0.62,FIELD_031,East
2024-08-08,Wheat,Thrips,2,Spinosad,30.69,83.8,128.02,5.5,40.83,4.08,274.46,0.868,FIELD_009,West
2025-11-22,Wheat,Borers,4,Systemic insecticide,19.05,44.32,59.98,5.3,53.09,10.62,799.02,0.518,FIELD_084,West
2025-06-07,Maize,Whiteflies,2,Yellow sticky traps,28.49,85.4,195.95,1.7,25.7,2.57,183.99,0.898,FIELD_040,East
2025-07-17,Cotton,Caterpillars,4,Bt spray,32.08,64.52,89.4,11.2,27.52,5.5,364.43,0.696,FIELD_089,East
2025-08-20,Wheat,Aphids,3,Neem oil spray,17.65,66.82,176.09,7.9,25.82,3.87,207.87,0.579,FIELD_047,West
2024-06-02,Maize,Whiteflies,2,Yellow sticky traps,27.55,66.31,62.12,23.4,23.24,2.32,135.4,0.622,FIELD_056,North
2025-01-27,Wheat,Thrips,2,Spinosad,25.36,68.71,142.52,0.8,25.78,2.58,148.31,0.626,FIELD_045,West
2025-07-01,Cotton,Caterpillars,4,Bt spray,19.47,47.36,239.37,2.0,40.04,8.01,605.07,0.604,FIELD_055,Central
2025-05-19,Fruits,Aphids,3,Neem oil spray,17.23,44.58,50.25,1.5,43.82,6.57,322.81,0.518,FIELD_080,North
2025-07-28,Wheat,Thrips,2,Spinosad,32.23,59.38,123.68,8.5,8.2,0.82,32.33,0.767,FIELD_081,West
2024-09-19,Wheat,Whiteflies,2,Yellow sticky traps,29.87,69.74,13.52,6.8,49.4,4.94,276.35,0.678,FIELD_080,North
2024-10-09,Vegetables,Whiteflies,2,Yellow sticky traps,35.93,88.55,6.7,5.6,15.14,1.51,58.99,0.634,FIELD_048,West
2024-05-03,Fruits,Whiteflies,2,Yellow sticky traps,22.73,79.83,93.71,7.8,5.44,0.54,23.25,0.664,FIELD_039,East
2025-11-07,Vegetables,Thrips,2,Spinosad,43.21,62.86,46.8,13.0,42.23,4.22,250.29,0.564,FIELD_046,North
2025-05-09,Maize,Beetles,3,Manual removal,35.22,78.19,123.89,29.7,16.79,2.52,153.96,0.788,FIELD_069,South
2024-08-13,Rice,Borers,4,Systemic insecticide,39.3,76.22,30.98,6.4,16.97,3.39,102.28,0.754,FIELD_050,Central
2026-01-13,Rice,Borers,4,Systemic insecticide,34.29,83.67,87.19,7.8,27.49,5.5,195.78,0.795,FIELD_077,West
2024-12-10,Vegetables,Whiteflies,2,Yellow sticky traps,32.94,54.6,136.17,8.4,11.98,1.2,47.32,0.676,FIELD_007,Central
2025-06-01,Vegetables,Caterpillars,4,Bt spray,30.9,65.12,14.68,1.2,17.02,3.4,128.1,0.493,FIELD_067,North
2025-01-24,Maize,None,0,No action needed,23.86,71.75,5.04,0.0,0.0,0.0,0.0,0.505,FIELD_068,South
2024-10-28,Rice,Locusts,5,Chemical pesticide,18.09,59.23,168.12,0.7,12.33,3.08,107.98,0.62,FIELD_084,North
2024-06-21,Cotton,Aphids,3,Neem oil spray,21.77,62.47,47.19,7.4,53.13,7.97,379.18,0.464,FIELD_003,East
2025-01-21,Maize,Thrips,2,Spinosad,28.84,51.69,37.57,0.7,12.76,1.28,46.69,0.492,FIELD_044,North
2025-06-23,Fruits,Aphids,3,Neem oil spray,35.49,63.67,65.77,4.0,58.2,8.73,491.16,0.695,FIELD_001,West
2024-04-03,Maize,Aphids,3,Neem oil spray,19.3,78.35,82.19,0.6,8.87,1.33,43.5,0.584,FIELD_046,North
2024-03-31,Vegetables,Aphids,3,Neem oil spray,31.81,84.68,47.27,3.6,15.49,2.32,78.33,0.643,FIELD_011,Central
2024-10-17,Rice,Caterpillars,4,Bt spray,25.24,52.49,70.25,1.9,13.43,2.69,204.9,0.478,FIELD_007,North
2025-08-22,Fruits,Borers,4,Systemic insecticide,18.68,72.91,47.59,18.8,14.34,2.87,108.49,0.501,FIELD_049,South
2025-09-30,Rice,Borers,4,Systemic insecticide,36.15,52.05,104.64,3.6,29.36,5.87,298.57,0.713,FIELD_022,South
2024-09-29,Cotton,Caterpillars,4,Bt spray,30.94,81.3,61.25,0.5,27.79,5.56,433.15,0.746,FIELD_079,East
2025-12-21,Rice,Thrips,2,Spinosad,35.71,74.14,13.84,0.4,19.65,1.96,131.59,0.672,FIELD_019,West
2026-01-05,Vegetables,Beetles,3,Manual removal,26.08,71.37,69.01,2.3,16.61,2.49,190.69,0.538,FIELD_007,East
2024-11-01,Maize,Caterpillars,4,Bt spray,20.29,45.76,9.11,3.2,43.21,8.64,469.62,0.459,FIELD_027,East
2025-09-28,Cotton,Locusts,5,Chemical pesticide,30.71,64.02,32.81,12.6,40.49,10.12,524.31,0.654,FIELD_097,East
2025-05-29,Wheat,Caterpillars,4,Bt spray,19.02,60.88,306.21,4.5,10.45,2.09,123.24,0.677,FIELD_098,East
2025-07-20,Rice,Borers,4,Systemic insecticide,31.28,73.91,5.6,2.5,57.06,11.41,418.63,0.597,FIELD_099,East
2025-02-06,Rice,Whiteflies,2,Yellow sticky traps,23.42,78.91,8.95,8.5,35.37,3.54,174.77,0.471,FIELD_087,East
2024-05-31,Maize,Mites,2,Miticide spray,40.8,77.63,50.59,3.4,45.57,4.56,225.88,0.622,FIELD_019,West
2025-12-21,Wheat,Mites,2,Miticide spray,19.5,84.19,192.6,2.4,59.25,5.93,294.81,0.769,FIELD_092,North
2024-06-05,Vegetables,None,0,No action needed,31.45,86.07,110.26,0.0,0.0,0.0,0.0,0.701,FIELD_091,West
2025-09-12,Maize,Borers,4,Systemic insecticide,28.03,81.01,32.32,7.9,48.92,9.78,634.32,0.608,FIELD_002,East
2025-11-20,Fruits,Thrips,2,Spinosad,29.62,54.41,17.23,0.2,51.34,5.13,271.11,0.54,FIELD_090,South
2025-10-25,Maize,Mites,2,Miticide spray,25.44,69.23,97.41,3.2,51.16,5.12,326.5,0.71,FIELD_012,North
2024-06-07,Fruits,Whiteflies,2,Yellow sticky traps,30.45,81.49,114.21,0.2,52.29,5.23,267.73,0.843,FIELD_026,West
2025-02-09,Maize,Mites,2,Miticide spray,25.9,48.37,6.85,1.1,6.0,0.6,36.82,0.385,FIELD_092,North
2024-05-04,Fruits,Locusts,5,Chemical pesticide,30.28,45.52,6.71,1.7,22.79,5.7,210.12,0.439,FIELD_047,East
2025-08-26,Wheat,Mites,2,Miticide spray,34.58,73.61,52.95,4.4,44.59,4.46,313.83,0.634,FIELD_006,West
2025-10-12,Fruits,None,0,No action needed,25.5,42.69,56.83,0.0,0.0,0.0,0.0,0.616,FIELD_074,South
2025-09-01,Vegetables,Caterpillars,4,Bt spray,29.63,61.3,43.07,4.6,56.45,11.29,725.98,0.656,FIELD_034,South
2025-02-16,Vegetables,Borers,4,Systemic insecticide,41.95,45.96,49.06,10.3,13.96,2.79,194.07,0.688,FIELD_079,South
2024-08-18,Vegetables,Beetles,3,Manual removal,29.42,85.89,273.17,1.0,56.16,8.42,549.79,0.91,FIELD_039,East
2024-07-24,Rice,Locusts,5,Chemical pesticide,29.32,85.57,24.78,8.0,33.91,8.48,593.67,0.721,FIELD_042,North
2024-05-04,Maize,Borers,4,Systemic insecticide,31.27,75.64,64.48,0.2,34.23,6.85,269.77,0.755,FIELD_063,East
2025-08-23,Vegetables,Thrips,2,Spinosad,19.14,59.71,30.93,12.9,56.74,5.67,408.3,0.451,FIELD_057,West
2025-02-21,Maize,Mites,2,Miticide spray,33.14,77.89,70.65,1.9,56.12,5.61,294.92,0.662,FIELD_041,North
2025-09-06,Vegetables,None,0,No action needed,32.53,72.48,229.24,0.0,0.0,0.0,0.0,0.734,FIELD_087,Central
2024-04-03,Cotton,Beetles,3,Manual removal,19.53,50.86,39.36,3.6,30.3,4.54,345.58,0.509,FIELD_026,Central
2025-08-11,Cotton,Mites,2,Miticide spray,30.94,65.93,77.49,1.9,46.93,4.69,295.32,0.673,FIELD_053,West
2025-03-01,Wheat,Borers,4,Systemic insecticide,30.55,51.98,170.97,1.6,32.45,6.49,424.44,0.654,FIELD_027,North
2026-02-16,Rice,Whiteflies,2,Yellow sticky traps,32.39,72.06,7.2,0.3,45.72,4.57,295.31,0.697,FIELD_017,North
2025-06-13,Fruits,Caterpillars,4,Bt spray,31.15,82.52,6.02,2.4,38.24,7.65,269.34,0.57,FIELD_098,Central
2024-10-03,Rice,Beetles,3,Manual removal,30.12,75.41,16.13,9.8,20.85,3.13,228.92,0.638,FIELD_083,East
2025-08-21,Maize,Whiteflies,2,Yellow sticky traps,20.64,74.74,35.47,9.9,39.42,3.94,210.54,0.487,FIELD_037,Central
2025-07-15,Maize,Beetles,3,Manual removal,28.32,60.82,135.81,2.6,28.87,4.33,323.99,0.671,FIELD_087,East
2024-11-12,Vegetables,Thrips,2,Spinosad,31.32,53.14,229.59,0.4,11.97,1.2,64.66,0.822,FIELD_065,Central
2024-02-21,Vegetables,Caterpillars,4,Bt spray,33.05,69.21,77.35,1.2,6.26,1.25,52.71,0.754,FIELD_055,Central
2025-07-29,Fruits,None,0,No action needed,40.74,41.69,115.59,0.0,0.0,0.0,0.0,0.701,FIELD_017,East
2025-09-18,Maize,Beetles,3,Manual removal,29.51,42.86,126.97,7.5,44.35,6.65,207.65,0.582,FIELD_028,North
2024-05-22,Maize,Caterpillars,4,Bt spray,20.54,50.48,57.38,8.4,14.5,2.9,161.33,0.573,FIELD_089,South
2025-03-09,Wheat,Locusts,5,Chemical pesticide,22.84,65.15,93.91,2.0,28.68,7.17,483.17,0.601,FIELD_046,North
2024-10-06,Fruits,Caterpillars,4,Bt spray,12.76,73.2,25.73,12.2,49.18,9.84,745.49,0.388,FIELD_037,West
2024-12-16,Cotton,Aphids,3,Neem oil spray,21.55,41.26,150.58,1.7,41.02,6.15,380.36,0.684,FIELD_069,Central
2024-05-05,Fruits,Locusts,5,Chemical pesticide,28.35,61.67,325.15,2.5,56.55,14.14,1126.78,0.635,FIELD_033,West
2025-11-07,Cotton,Beetles,3,Manual removal,17.34,64.13,95.98,0.2,49.08,7.36,277.07,0.562,FIELD_100,East
2024-12-21,Wheat,Whiteflies,2,Yellow sticky traps,27.33,63.92,60.83,0.2,27.83,2.78,104.82,0.571,FIELD_070,North
2024-04-10,Wheat,Whiteflies,2,Yellow sticky traps,28.1,61.73,51.19,4.4,13.25,1.32,105.87,0.653,FIELD_028,North
2025-09-06,Wheat,Locusts,5,Chemical pesticide,22.52,58.41,100.11,2.3,56.13,14.03,1085.99,0.701,FIELD_092,South
2025-07-20,Maize,Beetles,3,Manual removal,24.13,54.29,23.16,3.4,7.01,1.05,59.89,0.43,FIELD_014,South
2025-11-13,Vegetables,Mites,2,Miticide spray,25.37,50.01,2.74,6.5,12.48,1.25,74.13,0.548,FIELD_066,South
2025-10-03,Rice,Caterpillars,4,Bt spray,11.4,63.08,3.7,2.3,8.02,1.6,122.21,0.389,FIELD_072,East
2025-05-30,Maize,Whiteflies,2,Yellow sticky traps,24.17,87.46,9.46,2.3,31.07,3.11,247.0,0.508,FIELD_017,South
2024-12-27,Fruits,Caterpillars,4,Bt spray,32.77,51.62,27.15,0.2,38.49,7.7,451.48,0.603,FIELD_018,West
2025-10-12,Maize,Whiteflies,2,Yellow sticky traps,28.31,83.77,69.18,0.9,6.63,0.66,21.8,0.712,FIELD_034,East
2025-07-27,Wheat,Borers,4,Systemic insecticide,20.64,79.03,31.81,5.3,54.89,10.98,436.91,0.624,FIELD_044,North
2025-05-22,Wheat,Beetles,3,Manual removal,35.46,40.45,122.15,1.4,5.48,0.82,25.15,0.674,FIELD_080,West
2024-10-07,Cotton,None,0,No action needed,28.03,80.71,78.7,0.0,0.0,0.0,0.0,0.693,FIELD_064,Central
2024-09-25,Wheat,Aphids,3,Neem oil spray,20.99,72.93,77.9,0.9,26.65,4.0,258.92,0.643,FIELD_087,North
2024-05-06,Vegetables,Beetles,3,Manual removal,29.91,44.73,113.64,6.4,47.39,7.11,257.95,0.605,FIELD_013,South
2025-08-21,Vegetables,Mites,2,Miticide spray,18.46,55.63,14.75,0.2,42.54,4.25,254.04,0.422,FIELD_039,South
2025-08-03,Fruits,Locusts,5,Chemical pesticide,18.22,45.75,28.67,4.3,5.92,1.48,55.8,0.425,FIELD_088,West
2025-08-09,Maize,Beetles,3,Manual removal,21.46,49.58,16.15,2.2,25.65,3.85,164.45,0.381,FIELD_035,West
2024-06-04,Rice,Aphids,3,Neem oil spray,46.85,56.92,160.19,9.7,58.79,8.82,499.85,0.804,FIELD_025,West
2024-07-23,Wheat,Caterpillars,4,Bt spray,33.69,88.86,165.35,7.8,51.48,10.3,624.81,0.932,FIELD_005,East
2024-11-21,Vegetables,Whiteflies,2,Yellow sticky traps,29.73,57.37,54.73,0.0,58.26,5.83,271.6,0.604,FIELD_059,South
2025-08-23,Fruits,Caterpillars,4,Bt spray,34.89,81.81,15.02,11.8,14.33,2.87,101.77,0.707,FIELD_071,North
2025-02-22,Maize,Thrips,2,Spinosad,16.04,62.66,44.44,0.3,7.24,0.72,36.85,0.403,FIELD_044,South
2024-11-12,Fruits,None,0,No action needed,19.85,51.61,153.76,0.0,0.0,0.0,0.0,0.709,FIELD_061,West
2024-05-06,Fruits,Locusts,5,Chemical pesticide,42.5,51.33,1.53,3.0,39.88,9.97,395.31,0.639,FIELD_049,North
2025-08-17,Maize,Caterpillars,4,Bt spray,18.04,49.42,110.95,4.3,8.23,1.65,86.78,0.477,FIELD_055,East
2026-01-28,Wheat,Caterpillars,4,Bt spray,29.47,57.1,23.9,3.0,38.92,7.78,572.74,0.571,FIELD_080,Central
2024-05-30,Cotton,None,0,No action needed,12.44,52.57,217.74,0.0,0.0,0.0,0.0,0.515,FIELD_066,Central
2025-12-01,Wheat,Beetles,3,Manual removal,29.78,47.61,9.66,7.8,44.2,6.63,488.42,0.524,FIELD_062,Central
2024-11-29,Vegetables,Borers,4,Systemic insecticide,21.93,52.86,106.68,3.2,31.29,6.26,248.12,0.639,FIELD_051,Central
2024-07-14,Fruits,Caterpillars,4,Bt spray,26.33,50.45,12.04,0.7,23.03,4.61,320.61,0.576,FIELD_068,North
2024-07-16,Fruits,Whiteflies,2,Yellow sticky traps,35.33,80.09,38.15,5.0,12.47,1.25,84.52,0.725,FIELD_073,East
2024-07-24,Maize,Borers,4,Systemic insecticide,39.3,75.38,183.8,3.4,49.75,9.95,606.4,0.868,FIELD_050,North
2025-08-26,Fruits,Caterpillars,4,Bt spray,26.5,47.38,33.24,1.3,11.58,2.32,129.57,0.443,FIELD_011,Central
2024-03-09,Wheat,Aphids,3,Neem oil spray,27.33,68.75,22.92,0.7,46.82,7.02,468.77,0.519,FIELD_019,East
2025-11-18,Maize,Beetles,3,Manual removal,17.81,76.51,20.24,4.9,43.61,6.54,309.56,0.462,FIELD_015,West
2025-03-22,Cotton,None,0,No action needed,24.57,88.96,4.51,0.0,0.0,0.0,0.0,0.682,FIELD_028,West
2025-07-19,Rice,Beetles,3,Manual removal,28.63,46.17,65.55,5.8,49.22,7.38,239.17,0.544,FIELD_026,South
2024-10-23,Rice,Aphids,3,Neem oil spray,30.35,88.6,83.22,4.9,29.87,4.48,181.03,0.677,FIELD_065,Central
2024-06-10,Cotton,Mites,2,Miticide spray,26.29,61.39,12.35,2.4,42.82,4.28,317.57,0.537,FIELD_056,Central
2024-12-03,Maize,None,0,No action needed,18.38,80.45,70.66,0.0,0.0,0.0,0.0,0.623,FIELD_070,East
2025-07-17,Wheat,Whiteflies,2,Yellow sticky traps,29.2,69.77,27.52,4.6,41.66,4.17,185.48,0.508,FIELD_050,South
2025-12-13,Fruits,Aphids,3,Neem oil spray,27.97,59.51,101.18,6.7,22.83,3.42,112.65,0.594,FIELD_086,West
